2024-01-01T16:34:16+01:00,199.16665649414062,20
2024-01-01T16:34:53+01:00,189.16665649414062,20
2024-01-01T16:35:30+01:00,179.16665649414062,23
2024-01-01T16:36:07+01:00,168.3333282470703,20
2024-01-01T16:36:44+01:00,158.3333282470703,20
2024-01-01T16:37:21+01:00,148.3333282470703,23
2024-01-01T16:37:58+01:00,139.16665649414062,23
2024-01-01T16:38:35+01:00,130,17
2024-01-01T16:39:13+01:00,121.66666412353516,26
2024-01-01T16:39:50+01:00,113.33332824707031,17
2024-01-01T16:40:27+01:00,104.99999237060547,17
2024-01-01T16:41:04+01:00,98.33332824707031,20
2024-01-01T16:41:41+01:00,91.66666412353516,20
2024-01-01T16:42:18+01:00,85.83332824707031,17
2024-01-01T16:42:55+01:00,80,17
2024-01-01T16:43:32+01:00,75,17
2024-01-01T16:44:09+01:00,70,17
2024-01-01T16:44:46+01:00,64.16666412353516,17
2024-01-01T16:45:23+01:00,59.999996185302734,17
2024-01-01T16:46:00+01:00,54.166664123535156,20
2024-01-01T16:46:38+01:00,49.166664123535156,20
2024-01-01T16:47:15+01:00,45,20
2024-01-01T16:47:52+01:00,40.83333206176758,20
2024-01-01T16:48:29+01:00,36.666664123535156,20
2024-01-01T16:49:06+01:00,33.33333206176758,20
2024-01-01T16:49:43+01:00,29.999998092651367,20
2024-01-01T16:50:20+01:00,27.499998092651367,20
2024-01-01T16:50:57+01:00,24.999998092651367,20
2024-01-01T16:51:34+01:00,22.5,20
2024-01-01T16:52:11+01:00,20.833332061767578,20
2024-01-01T16:52:48+01:00,18.333332061767578,20
2024-01-01T16:53:26+01:00,16.66666603088379,20
2024-01-01T16:54:03+01:00,14.999999046325684,20
2024-01-01T16:54:40+01:00,13.333333015441895,20
2024-01-01T16:55:17+01:00,11.666666030883789,17
2024-01-01T16:55:54+01:00,10.833333015441895,17
2024-01-01T16:56:31+01:00,10,26
2024-01-01T16:57:08+01:00,9.166666030883789,26
2024-01-01T16:57:45+01:00,8.333333015441895,17
2024-01-01T16:58:22+01:00,7.499999523162842,17
2024-01-01T16:58:59+01:00,6.666666507720947,17
2024-01-01T16:59:36+01:00,5.8333330154418945,17
2024-01-01T17:00:14+01:00,5.8333330154418945,23
2024-01-01T17:00:51+01:00,5,17
2024-01-01T17:01:28+01:00,5,17
2024-01-01T17:02:05+01:00,4.166666507720947,23
2024-01-01T17:02:42+01:00,4.166666507720947,23
2024-01-01T17:03:19+01:00,3.3333332538604736,23
2024-01-01T17:03:56+01:00,3.3333332538604736,23
2024-01-01T17:04:33+01:00,2.5,23
2024-01-01T17:05:10+01:00,2.5,23
2024-01-01T17:05:47+01:00,2.5,20
2024-01-01T17:06:24+01:00,1.6666666269302368,23
2024-01-01T17:07:02+01:00,1.6666666269302368,23
2024-01-01T17:07:39+01:00,1.6666666269302368,23
2024-01-01T17:08:16+01:00,1.6666666269302368,20
2024-01-01T17:08:53+01:00,1.6666666269302368,20
2024-01-01T17:09:30+01:00,0.8333333134651184,20
2024-01-01T17:10:07+01:00,0.8333333134651184,23
2024-01-01T17:10:44+01:00,0.8333333134651184,23
2024-01-01T17:11:21+01:00,0.8333333134651184,20
2024-01-01T17:11:58+01:00,0.8333333134651184,20
2024-01-01T17:12:35+01:00,0.8333333134651184,26
2024-01-01T17:13:12+01:00,0.8333333134651184,23
2024-01-01T17:13:49+01:00,0.8333333134651184,20
2024-01-01T17:14:27+01:00,0.8333333134651184,23
2024-01-01T17:15:04+01:00,0.8333333134651184,20
2024-01-01T17:15:41+01:00,0.8333333134651184,20
