2023-12-31T16:33:12+01:00,87.5,23
2023-12-31T16:33:49+01:00,83.33332824707031,20
2023-12-31T16:34:27+01:00,78.33332824707031,20
2023-12-31T16:35:04+01:00,73.33332824707031,20
2023-12-31T16:35:41+01:00,68.33332824707031,23
2023-12-31T16:36:18+01:00,63.33333206176758,23
2023-12-31T16:36:55+01:00,59.166664123535156,20
2023-12-31T16:37:32+01:00,54.999996185302734,20
2023-12-31T16:38:09+01:00,50.83333206176758,20
2023-12-31T16:38:46+01:00,46.666664123535156,20
2023-12-31T16:39:23+01:00,43.33333206176758,23
2023-12-31T16:40:00+01:00,40.83333206176758,23
2023-12-31T16:41:13+01:00,35.83333206176758,20
2023-12-31T16:41:50+01:00,33.33333206176758,23
2023-12-31T16:42:27+01:00,31.66666603088379,23
2023-12-31T16:43:04+01:00,29.16666603088379,20
2023-12-31T16:43:41+01:00,26.66666603088379,20
2023-12-31T16:44:18+01:00,24.999998092651367,23
2023-12-31T16:44:55+01:00,23.333332061767578,26
2023-12-31T16:45:32+01:00,20.833332061767578,23
2023-12-31T16:46:10+01:00,18.333332061767578,23
2023-12-31T16:46:47+01:00,16.66666603088379,23
2023-12-31T16:47:24+01:00,14.166666030883789,23
2023-12-31T16:48:01+01:00,12.499999046325684,23
2023-12-31T16:48:38+01:00,10.833333015441895,20
2023-12-31T16:49:15+01:00,9.166666030883789,20
2023-12-31T16:49:52+01:00,8.333333015441895,23
2023-12-31T16:50:29+01:00,7.499999523162842,20
2023-12-31T16:51:06+01:00,5.8333330154418945,20
2023-12-31T16:51:43+01:00,5,23
2023-12-31T16:52:20+01:00,5,23
2023-12-31T16:54:08+01:00,3.3333332538604736,23
2023-12-31T16:54:45+01:00,2.5,23
2023-12-31T16:55:23+01:00,2.5,23
2023-12-31T16:56:00+01:00,2.5,20
2023-12-31T16:56:37+01:00,1.6666666269302368,23
2023-12-31T16:57:14+01:00,1.6666666269302368,20
2023-12-31T16:57:51+01:00,1.6666666269302368,23
2023-12-31T16:58:28+01:00,1.6666666269302368,20
2023-12-31T16:59:05+01:00,1.6666666269302368,20
2023-12-31T16:59:42+01:00,1.6666666269302368,23
2023-12-31T17:00:19+01:00,1.6666666269302368,23
2023-12-31T17:00:56+01:00,0.8333333134651184,20
2023-12-31T17:01:33+01:00,0.8333333134651184,20
2023-12-31T17:02:10+01:00,0.8333333134651184,23
2023-12-31T17:02:47+01:00,0.8333333134651184,20
2023-12-31T17:03:25+01:00,0.8333333134651184,20
2023-12-31T17:04:02+01:00,0.8333333134651184,20
2023-12-31T17:04:39+01:00,0.8333333134651184,20
2023-12-31T17:05:16+01:00,0.8333333134651184,20
2023-12-31T17:07:04+01:00,0.8333333134651184,20
2023-12-31T17:07:41+01:00,0.8333333134651184,23
2023-12-31T17:08:18+01:00,0.8333333134651184,20
2023-12-31T17:08:55+01:00,0.8333333134651184,20
2023-12-31T17:09:32+01:00,0,20
2023-12-31T17:10:09+01:00,0,20
